country,date,document_number,error,language,listing_url,organization,provider,query,record_id,source_type,status,title,topics,url
Brazil,1996-04-03,,HTTPError:404 Client Error: Not Found for url: https://documents1.worldbank.org/curated/en/887171468006011165/pdf/EFB97933D346D2EE85256F03000D8E17.pdf,English,http://documents.worldbank.org/curated/en/887171468006011165/Conformed-Copy-L3915-Recife-Metropolitan-Transport-Decentralization-Project-Loan-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5082625,Loan Agreement,FAILED,Conformed Copy - L3915 - Recife Metropolitan Transport Decentralization Project - Loan Agreement,"Environmental Strategy,m,Post Conflict Reintegration,Legal Products,Environmental & Natural Resources Law,Judicial System Reform,Environmental Management,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Transport in Urban Areas,Banks & Banking Reform,Urban Transport,Legal Reform,Legislation,Regulatory Regimes,Bankruptcy and Resolution of Financial Distress,Transport Services,Debt Markets,Global Environment,Social Policy",https://documents.worldbank.org/curated/en/887171468006011165/pdf/EFB97933D346D2EE85256F03000D8E17.pdf
Colombia,1998-07-10,,HTTPError:404 Client Error: Not Found for url: https://documents1.worldbank.org/curated/en/517151468241774310/pdf/100D9137AEE5889385256F030010526D.pdf,English,http://documents.worldbank.org/curated/en/517151468241774310/Conformed-Copy-L4371-Magdalena-Medio-Regional-Development-Project-Loan-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5083410,Loan Agreement,FAILED,Conformed Copy - L4371 - Magdalena Medio Regional Development Project - Loan Agreement,"Conflict and Fragile States,m,Legal Products,Judicial System Reform,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Educational Sciences,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Bankruptcy and Resolution of Financial Distress,Inequality,Debt Markets,Global Environment,Social Policy",https://documents.worldbank.org/curated/en/517151468241774310/pdf/100D9137AEE5889385256F030010526D.pdf
Colombia,1997-12-15,,HTTPError:404 Client Error: Not Found for url: https://documents1.worldbank.org/curated/en/797631468248080895/pdf/DA7144D17381014985256F030007552C.pdf,English,http://documents.worldbank.org/curated/en/797631468248080895/Conformed-Copy-L4243-Antioquia-Education-Project-Guarantee-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5080078,Guarantee Agreement,FAILED,Conformed Copy - L4243 - Antioquia Education Project - Guarantee Agreement,"Public Sector Corruption & Anticorruption Measures,Microfinance,m,Bankruptcy and Resolution of Financial Distress,Debt Markets,Educational Sciences",https://documents.worldbank.org/curated/en/797631468248080895/pdf/DA7144D17381014985256F030007552C.pdf
Armenia,1995-03-01,,"ConnectionError:('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",English,http://documents.worldbank.org/curated/en/775631468205156860/Conformed-Copy-C2683-Rehabilitation-Credit-Dutch-Grant-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5080828,Grant or Trust Fund Agreement,FAILED,Conformed Copy - C2683 - Rehabilitation Credit - Dutch Grant Agreement,"Conflict and Fragile States,Economic Theory & Research,Primary Metals,Mining & Extractive Industry (Non-Energy),Debt Markets,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Microfinance,Nonmetallic Mineral Product Manufacturing",https://documents.worldbank.org/curated/en/775631468205156860/pdf/BD497FEEA58A83B585256F030009217A.pdf
Mexico,1992-07-24,,"ConnectionError:('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",English,http://documents.worldbank.org/curated/en/138311468053681277/Conformed-Copy-L3497-Housing-Market-Development-Project-Loan-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5079273,Loan Agreement,FAILED,Conformed Copy - L3497 - Housing Market Development Project - Loan Agreement,"Conflict and Fragile States,m,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Urban Governance and Management,Urban Housing,Banks & Banking Reform,Housing Finance,Capital Markets and Capital Flows,Non Bank Financial Institutions,Capital Flows,Municipal Management and Reform,Public Finance Decentralization and Poverty Reduction,Bankruptcy and Resolution of Financial Distress,Debt Markets,Urban Housing and Land Settlements",https://documents.worldbank.org/curated/en/138311468053681277/pdf/C9A5A824CBA6499C85256F0300086462.pdf
Kyrgyz Republic,2021-06-22,,"ConnectionError:('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",English,http://documents.worldbank.org/curated/en/403081624558944610/Official-Documents-Financing-Agreement-for-Additional-Financing-Credit-No-6938-KG-and-Grant-No-D854-KG,World Bank,World Bank Documents & Reports,peace agreement,33210980,Financing Agreement,FAILED,Official Documents- Financing Agreement for Additional Financing Credit No. 6938-KG and Grant No. D854-KG,"Financial Sector Policy,Health Care Services Industry,Conflict and Fragile States",https://documents.worldbank.org/curated/en/403081624558944610/pdf/Official-Documents-Financing-Agreement-for-Additional-Financing-Credit-No-6938-KG-and-Grant-No-D854-KG.pdf
India,2000-02-23,,"ConnectionError:('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",English,http://documents.worldbank.org/curated/en/141391468254676141/Conformed-Copy-C3307-Uttar-Pradesh-Third-District-Primary-Education-Project-Agreement-Amending-Project-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5084688,Project Agreement,FAILED,Conformed Copy - C3307 - Uttar Pradesh Third District Primary Education Project - Agreement Amending Project Agreement,"Voluntary and Involuntary Resettlement,Involuntary Resettlement Law,Housing & Human Habitats,ICT Applications,Post Conflict Reconstruction,Public Sector Economics,Bankruptcy and Resolution of Financial Distress,Primary Education,Educational Institutions & Facilities,Corporate Law,Effective Schools and Teachers,Public Finance Decentralization and Poverty Reduction,Financial Crisis Management & Restructuring",https://documents.worldbank.org/curated/en/141391468254676141/pdf/2119120030PA0amendment0Cr1033071cc1.pdf
Brazil,2009-08-24,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/248441468013142026/pdf/L76880BR0CONFORMED.pdf,English,http://documents.worldbank.org/curated/en/248441468013142026/Loan-Agreement-L7688-BR-Conformed,World Bank,World Bank Documents & Reports,peace agreement,11038092,Loan Agreement,FAILED,Loan Agreement L7688-BR Conformed,"Environmental Strategy,Social Assessment,Voluntary and Involuntary Resettlement,Involuntary Resettlement Law,Environmental Management,Public Sector Corruption & Anticorruption Measures,Environmental Protection,Transport Economics Policy & Planning,Bankruptcy and Resolution of Financial Distress,Transport Services,Debt Markets,Global Environment,Banks & Banking Reform",https://documents.worldbank.org/curated/en/248441468013142026/pdf/L76880BR0CONFORMED.pdf
"Korea,Korea, Republic of",1997-12-23,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/489561468273666896/pdf/9046320EE75DB3AC85256F030012DC68.pdf,English,http://documents.worldbank.org/curated/en/489561468273666896/Conformed-Copy-L4267-Economic-Reconstruction-Loan-Loan-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5085878,Loan Agreement,FAILED,Conformed Copy - L4267 - Economic Reconstruction Loan - Loan Agreement,"Conflict and Fragile States,Primary Metals,Mining & Extractive Industry (Non-Energy),Nonmetallic Mineral Product Manufacturing,m,Banks & Banking Reform,Trade and Services,Bankruptcy and Resolution of Financial Distress,Debt Markets,Public Sector Corruption & Anticorruption Measures",https://documents.worldbank.org/curated/en/489561468273666896/pdf/9046320EE75DB3AC85256F030012DC68.pdf
Afghanistan,2012-03-09,,"ReadTimeout:HTTPSConnectionPool(host='documents.worldbank.org', port=443): Read timed out. (read timeout=20)",English,http://documents.worldbank.org/curated/en/144681468187461789/Official-Documents-Fifth-Amendment-to-the-Letter-Agreement-and-Restatement-of-Standart-Terms-for-Spain-to-TF050576,World Bank,World Bank Documents & Reports,peace agreement,17529746,Agreement,FAILED,Official Documents- Fifth Amendment to the Letter Agreement and Restatement of Standart Terms for Spain to TF050576,"Conflict and Fragile States,Social Policy,Legal Products,International Law,Judicial System Reform,Global Environment,Food Security,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Public Sector Economics",https://documents.worldbank.org/curated/en/144681468187461789/pdf/RAD1153058783.pdf
India,2006-05-02,,"ReadTimeout:HTTPSConnectionPool(host='documents.worldbank.org', port=443): Read timed out. (read timeout=20)",English,http://documents.worldbank.org/curated/en/729081468033302959/Project-Agreement-L4818-IN-Conformed,World Bank,World Bank Documents & Reports,peace agreement,6804642,Project Agreement,FAILED,Project Agreement L4818-IN Conformed,"Environmental Strategy,m,Involuntary Resettlement Law,Sanitation and Sewerage,Environmental Management,Engineering,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Water and Human Health,Water Supply and Sanitation Economics,Sanitary Environmental Engineering,Small Private Water Supply Providers,Environmental Engineering,Debt Markets,Global Environment,Town Water Supply and Sanitation,E-Business,Voluntary and Involuntary Resettlement",https://documents.worldbank.org/curated/en/729081468033302959/pdf/PA048181CONFORMED1.pdf
Brazil,2003-07-23,,"ReadTimeout:HTTPSConnectionPool(host='documents1.worldbank.org', port=443): Read timed out. (read timeout=20)",English,http://documents.worldbank.org/curated/en/771391468235488607/Conformed-Copy-L4690-Recife-Urban-Upgrading-Project-PROMETROPOLE-Recife-Project-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5083656,Project Agreement,FAILED,Conformed Copy - L4690 - Recife Urban Upgrading Project - PROMETROPOLE - Recife Project Agreement,"Environmental Strategy,m,Sanitation and Sewerage,Environmental Management,Engineering,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Water and Human Health,Hydrology,Water Supply and Sanitation Economics,Sanitary Environmental Engineering,Small Private Water Supply Providers,Environmental Engineering,Health and Sanitation,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Town Water Supply and Sanitation,Post Conflict Reintegration",https://documents.worldbank.org/curated/en/771391468235488607/pdf/Recife0Project0Agreement.pdf
Hungary,1991-07-05,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/694741468035355930/pdf/8B44DAF6CC74336D85256F03000990B1.pdf,English,http://documents.worldbank.org/curated/en/694741468035355930/Conformed-Copy-L3347-Second-Structural-Adjustment-Loan-Loan-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5082131,Loan Agreement,FAILED,Conformed Copy - L3347 - Second Structural Adjustment Loan - Loan Agreement,"Conflict and Fragile States,Primary Metals,Mining & Extractive Industry (Non-Energy),Nonmetallic Mineral Product Manufacturing,m,Banks & Banking Reform,Trade and Services,Bankruptcy and Resolution of Financial Distress,Debt Markets,Public Sector Corruption & Anticorruption Measures",https://documents.worldbank.org/curated/en/694741468035355930/pdf/8B44DAF6CC74336D85256F03000990B1.pdf
Colombia,2013-04-12,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/540781468241788465/pdf/RAD2041175501.pdf,English,http://documents.worldbank.org/curated/en/540781468241788465/Official-Documents-Attachment-to-the-Amended-and-Restated-Grant-Agreement-TF094596,World Bank,World Bank Documents & Reports,peace agreement,17681288,Agreement,FAILED,"Official Documents- Attachment to the Amended and Restated Grant Agreement, TF094596","Indigenous Peoples,Indigenous Peoples Law,Judicial System Reform,Indigenous Communities,Social Cohesion,Transport Services,Agricultural Economics",https://documents.worldbank.org/curated/en/540781468241788465/pdf/RAD2041175501.pdf
Malawi,1990-04-11,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/562991468303067791/pdf/BBCAA6E1F591014385256F02008197CE.pdf,English,http://documents.worldbank.org/curated/en/562991468303067791/Conformed-Copy-C2121-Agricultural-Sector-Adjustment-Program-Dutch-Grant-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5076449,Grant or Trust Fund Agreement,FAILED,Conformed Copy - C2121 - Agricultural Sector Adjustment Program - Dutch Grant Agreement,"Conflict and Fragile States,Economic Theory & Research,Literature & Folklore,Primary Metals,Microfinance,Nonmetallic Mineral Product Manufacturing,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Mining & Extractive Industry (Non-Energy)",https://documents.worldbank.org/curated/en/562991468303067791/pdf/BBCAA6E1F591014385256F02008197CE.pdf
Jordan,1997-08-27,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/512501468062980578/pdf/031C9547CC99D82785256F03001110B3.pdf,English,http://documents.worldbank.org/curated/en/512501468062980578/Conformed-Copy-L4215-Community-Infrastructure-Project-Loan-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5085854,Loan Agreement,FAILED,Conformed Copy - L4215 - Community Infrastructure Project - Loan Agreement,"Urban Solid Waste Management,m,Pollution Management & Control,Engineering,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Water and Human Health,Water Supply and Sanitation Economics,Sanitary Environmental Engineering,Small Private Water Supply Providers,Environmental Engineering,Brown Issues and Health,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Town Water Supply and Sanitation,Sanitation and Sewerage",https://documents.worldbank.org/curated/en/512501468062980578/pdf/031C9547CC99D82785256F03001110B3.pdf
